0.135,29
0.405,367
0.675,2108
0.945,6368
1.215,12455
1.485,16174
1.755,16808
2.025,13749
2.295,9110
2.565,5940
2.835,4016
3.105,2895
3.375,2053
3.645,1358
3.915,1027
4.185,1033
4.455,823
4.725,760
4.995,711
5.265,726
5.535,738
5.805,736
6.075,673
6.345,739
6.615,715
6.885,592
7.155,539
7.425,450
7.695,533
7.965,516
8.235,530
8.505,561
8.775,608
9.045,615
9.315,636
9.585,630
9.855,603
10.125,519
10.395,427
10.665,431
10.935,431
11.205,384
11.475,329
11.745,351
12.015,352
12.285,295
12.555,317
12.825,304
13.095,298
13.365,383
13.635,388
13.905,452
14.175,419
14.445,463
14.715,450
14.985,477
15.255,445
15.525,500
15.795,534
16.065,536
16.335,602
16.605,632
16.875,657
17.145,769
17.415,794
17.685,805
17.955,762
18.225,671
18.495,643
18.765,384
19.035,346
19.305,259
19.575,215
19.845,118
20.115,147
20.385,71
20.655,84
20.925,80
21.195,71
21.465,100
21.735,69
22.005,99
22.275,61
22.545,76
22.815,64
23.085,72
23.355,84
23.625,93
23.895,101
24.165,143
24.435,155
24.705,268
24.975,287
25.245,322
25.515,455
25.785,457
26.055,388
26.325,305
26.595,234
26.865,152
